employee_id,hours_logged,billable_hours
EMP0513,9.07,7.44
EMP0339,7.69,6.31
EMP0805,9.3,7.63
EMP0580,4.94,4.05
EMP0700,5.16,4.23
EMP0839,7.02,5.76
EMP0505,9.75,7.99
EMP0185,10.54,8.64
EMP0022,5.98,1.5
EMP0113,7.48,6.13
EMP0176,7.65,6.27
EMP0479,8.55,7.01
EMP0199,8.82,7.23
EMP0751,5.62,4.61
EMP0782,7.5,6.15
EMP0318,4.19,3.44
EMP0603,8.7,2.17
EMP0332,6.86,5.63
EMP0794,5.47,4.49
EMP0025,7.93,6.5
EMP0591,6.81,1.7
EMP0269,9.42,7.72
EMP0230,5.97,4.9
EMP0401,10.96,2.74
EMP0598,8.77,7.19
EMP0748,9.46,2.37
EMP0063,5.75,1.44
EMP0158,10.26,8.41
EMP0135,5.46,4.48
EMP0827,7.06,5.79
EMP0286,9.49,7.78
EMP0198,8.21,6.73
EMP0624,5.42,4.44
EMP0598,9.22,7.56
EMP0363,7.94,1.99
EMP0614,6.73,1.68
EMP0558,4.93,4.04
EMP0413,8.1,6.64
EMP0805,7.14,5.85
EMP0435,7.65,1.91
EMP0419,4.86,3.99
EMP0042,6.73,5.52
EMP0675,8.17,6.7
EMP0737,10.4,8.53
EMP0202,7.07,5.8
EMP0376,9.71,2.43
EMP0181,8.66,7.1
EMP0431,7.77,1.94
EMP0353,5.78,1.45
EMP0833,5.85,1.46
EMP0427,8.39,6.88
EMP0278,6.56,5.38
EMP0526,6.42,5.26
EMP0739,7.11,5.83
EMP0205,7.14,5.85
EMP0024,8.84,7.25
EMP0326,6.59,5.4
EMP0032,8.68,2.17
EMP0117,8.1,6.64
EMP0236,4.72,3.87
EMP0315,7.9 hrs,6.45
EMP0835,3.13,2.57
EMP0731,5.97,1.49
EMP0648,8.14,6.67
EMP0733,7.38,6.05
EMP0534,4.57,3.75
EMP0127,5.61,1.4
EMP0544,3.23,2.65
EMP0149,5.25,4.3
EMP0571,8.33,2.08
EMP0542,6.51,5.34
EMP0602,7.67,6.29
EMP0689,7.42,6.08
EMP0379,7.45,1.86
EMP0811,9.04,7.41
EMP0723,7.08,5.81
EMP0421,8.86,7.27
EMP0012,3.44,2.82
EMP0218,9.18,2.29
EMP0520,5.34,4.38
EMP0498,5.68,4.66
EMP0242,6.27,5.14
EMP0350,9.13,7.49
EMP0547,5.98,4.9
EMP0231,6.35,5.21
EMP0702,5.86,1.47
EMP0484,7.81,1.95
EMP0328,8.59,7.04
EMP0442,10.13,2.53
EMP0829,11.24,9.22
EMP0267,8.44,6.92
EMP0791,7.99,6.55
EMP0276,5.45,4.47
EMP0243,10.45,2.61
EMP0705,7.74,6.35
EMP0699,6.94,5.69
EMP0493,8.02,6.58
EMP0632,6.38,1.59
EMP0183,3.66,0.92
EMP0051,8.31,6.81
EMP0050,9.55,7.83
EMP0847,8.29,6.8
EMP0041,7.39,6.06
EMP0632,7.42,6.08
EMP0014,7.68,6.3
EMP0073,7.63,6.26
EMP0511,7.3,1.82
EMP0727,7.44,6.1
EMP0282,9.89,8.11
EMP0339,8.16,6.69
EMP0605,7.57,1.89
EMP0240,8.45,6.93
EMP0214,8.45,2.11
EMP0059,8.91,7.31
EMP0525,6.19,5.08
EMP0574,6.63,5.44
EMP0523,6.1,5.0
EMP0706,8.63,7.08
EMP0358,8.55,7.01
EMP0016,5.36,4.4
EMP0431,8.03,6.58
EMP0383,9.6,7.87
EMP0688,7.02,5.76
EMP0131,7.9,1.98
EMP0764,8.57,7.03
EMP0722,5.29,4.34
EMP0243,7.64,6.26
EMP0159,9.44,7.74
EMP0134,6.45,5.29
EMP0153,8.73,2.18
EMP0572,7.44,6.1
EMP0218,6.32,5.18
EMP0591,7.25,5.94
EMP0732,6.56,5.38
EMP0284,5.98,4.9
EMP0113,6.99,5.73
EMP0578,7.51,1.88
EMP0168,7.13,5.85
EMP0664,6.98,1.75
EMP0629,7.76,6.36
EMP0764,8.25,6.76
EMP0375,5.57,4.57
EMP0423,7.0,5.74
EMP0163,4.24,3.48
EMP0041,7.1 hrs,5.85
EMP0651,7.64,1.91
EMP0155,8.31,6.81
EMP0817,7.65,6.27
EMP0739,8.28,6.79
EMP0402,7.5,6.15
EMP0241,6.32,5.18
EMP0474,5.61,4.6
EMP0545,6.98,5.72
EMP0484,6.17,1.54
EMP0639,7.21,5.91
EMP0545,6.61,5.42
EMP0840,8.07,2.02
EMP0399,7.48,6.13
EMP0750,8.12,6.66
EMP0182,8.11,2.03
EMP0328,7.11,5.83
EMP0228,7.21,5.91
EMP0680,8.2,6.72
EMP0508,11.31,9.27
EMP0569,5.82,4.77
EMP0603,7.47,6.13
EMP0808,5.49,1.37
EMP0496,7.37,6.04
EMP0450,6.32,1.58
EMP0690,7.21,1.8
EMP0650,7.65,1.91
EMP0722,6.62,5.43
EMP0500,4.55,3.73
EMP0560,9.68,7.94
EMP0191,8.74,2.19
EMP0531,7.19,5.9
EMP0111,5.97,4.9
EMP0087,7.54,6.18
EMP0390,7.98,6.54
EMP0590,8.63,2.16
EMP0592,8.78,7.2
EMP0010,9.08,7.45
EMP0561,4.61,3.78
EMP0475,6.91,5.67
EMP0089,8.99,7.37
EMP0582,5.92,4.85
EMP0694,9.35,7.67
EMP0198,10.3,2.58
EMP0574,9.31,2.33
EMP0457,8.46,6.94
EMP0174,6.68,5.48
EMP0492,7.85,6.44
EMP0402,5.25,4.3
EMP0746,6.15,1.54
EMP0373,6.26,5.13
EMP0126,7.5,6.15
EMP0025,6.77,1.69
EMP0365,7.82,6.41
EMP0173,8.8,7.22
,6.26,1.56
EMP0754,7.64,6.26
EMP0281,6.73,5.52
EMP0730,7.7,6.31
EMP0052,8.5,6.97
EMP0583,8.87,2.22
EMP0631,8.47,6.95
EMP0078,8.06,6.61
EMP0232,5.13,4.21
EMP0198,5.67,4.65
EMP0338,6.08,4.99
EMP0167,7.97,6.54
EMP0165,5.33,1.33
EMP0576,7.94,6.51
EMP0811,7.82,6.41
EMP0848,4.3,1.07
EMP0269,5.66,1.42
EMP0790,9.07,7.44
EMP0051,8.52,6.99
EMP0248,6.04,4.95
EMP0615,5.74,4.71
EMP0440,3.48,0.87
EMP0353,9.75,7.99
EMP0428,7.47,6.13
EMP0742,10.41,8.54
EMP0462,7.09,5.81
EMP0419,7.85,6.44
EMP0774,8.83,7.24
EMP0422,10.02,2.5
EMP0699,8.2,6.72
EMP0175,7.4,6.07
EMP0586,7.44,6.1
EMP0134,5.73,1.43
EMP0623,6.79,5.57
EMP0197,7.48,6.13
EMP0809,9.61,7.88
EMP0184,6.71,1.68
EMP0820,9.1,7.46
EMP0145,7.27,5.96
EMP0277,-9.39,2.35
EMP0040,8.48,2.12
EMP0351,8.37,6.86
EMP0114,8.97,2.24
EMP0541,8.73,7.16
EMP0596,9.1,7.46
EMP0726,10.81,8.86
EMP0207,9.99,8.19
EMP0410,8.15,6.68
EMP0286,6.69,5.49
EMP0134,7.99,6.55
EMP0517,4.32,3.54
EMP0688,8.73,2.18
EMP0716,5.7,4.67
EMP0609,9.2,7.54
EMP0536,10.57,8.67
EMP0720,5.08,4.17
EMP0334,7.32,6.0
EMP0515,5.7,4.67
EMP0577,4.63,3.8
EMP0099,7.23,5.93
EMP0743,8.42,6.9
EMP0019,8.61,2.15
EMP0153,7.65,6.27
EMP0840,4.74,3.89
EMP0391,7.6,6.23
EMP0048,5.01,1.25
EMP0582,5.12,4.2
EMP0845,5.81,4.76
EMP0277,9.08,2.27
EMP0510,8.27,6.78
EMP0626,7.92,6.49
EMP0612,6.02,1.5
EMP0431,6.78,5.56
EMP0340,5.21,4.27
EMP0066,9.58,7.86
EMP0036,10.92,2.73
EMP0109,8.29,2.07
EMP0611,8.57,7.03
EMP0022,7.15,1.79
EMP0592,4.81,1.2
EMP0544,6.05,4.96
EMP0430,6.66,5.46
EMP0056,6.78,5.56
EMP0137,6.42,1.6
EMP0829,7.48,6.13
EMP0588,6.04,1.51
EMP0490,10.87,2.72
EMP0116,5.22,4.28
EMP0085,8.82,2.21
EMP0443,6.98,5.72
EMP0302,8.14,2.04
EMP0703,8.21,6.73
EMP0671,7.65,1.91
EMP0832,5.59,4.58
EMP0790,6.87,5.63
EMP0148,7.67,6.29
EMP0621,7.57,1.89
EMP0704,5.76,4.72
EMP0846,9.47,7.77
EMP0838,3.41,0.85
EMP0802,7.0,5.74
EMP0071,5.93,4.86
EMP0138,7.69,6.31
EMP0074,9.03,7.4
EMP0294,5.15,4.22
EMP0774,11.17,2.79
EMP0614,7.72,6.33
EMP0787,8.01,6.57
EMP0850,5.1,4.18
EMP0572,7.33,6.01
EMP0419,9.0 hrs,7.34
EMP0729,7.74,6.35
EMP0332,7.62,1.91
EMP0055,7.32,6.0
EMP0588,5.2,4.26
EMP0567,5.19,4.26
EMP0761,9.27,2.32
EMP0436,8.81,7.22
EMP0227,9.05,7.42
EMP0647,6.08,4.99
EMP0792,7.15,5.86
EMP0159,9.37,7.68
EMP0756,5.43,4.45
EMP0375,9.21,7.55
EMP0537,6.46,5.3
EMP0040,6.03,1.51
EMP0209,7.35,1.84
EMP0708,5.61,4.6
EMP0428,4.36,1.09
,7.52,6.17
EMP0746,8.25,6.76
EMP0530,9.34,7.66
EMP0159,8.37,6.86
EMP0666,10.54,8.64
EMP0468,9.58,2.4
EMP0635,8.58,7.04
EMP0122,8.15,6.68
EMP0599,9.37,7.68
EMP0402,3.86,3.17
EMP0141,6.63,5.44
EMP0009,4.43,3.63
EMP0530,8.46,6.94
EMP0383,6.21,5.09
EMP0493,12.0,9.84
EMP0447,6.57,1.64
EMP0446,7.57,6.21
EMP0202,6.76,5.54
EMP0805,6.62,5.43
EMP0112,5.4 hrs,4.44
EMP0810,5.35,1.34
EMP0354,3.91,3.21
EMP0283,8.27,2.07
EMP0596,6.72,5.51
EMP0776,10.49,8.6
EMP0082,5.41,4.44
EMP0470,9.76,8.0
EMP0090,9.92,2.48
EMP0617,9.44,2.36
EMP0072,7.78,6.38
EMP0306,6.86,5.63
EMP0039,9.44,7.74
EMP0255,6.13,5.03
EMP0227,7.83,1.96
EMP0367,7.33,6.01
EMP0021,5.97,4.9
EMP0749,7.84,1.96
EMP0371,8.59,7.04
EMP0388,5.91,4.85
EMP0329,8.14,6.67
EMP0676,3.83,0.96
EMP0839,5.72,1.43
EMP0676,6.67,1.67
EMP0332,7.97,6.54
EMP0002,8.79,7.21
EMP0718,7.53,1.88
EMP0480,8.31,6.81
EMP0219,7.14,1.78
EMP0258,8.05,2.01
EMP0441,7.96,6.53
EMP0477,6.59,5.4
EMP0190,6.83,5.6
EMP0217,8.36,6.86
EMP0515,10.3,2.58
EMP0803,9.33,7.65
EMP0017,5.59,1.4
EMP0537,5.6,4.59
EMP0660,6.54,5.36
EMP0290,7.56,6.2
EMP0651,7.48,1.87
EMP0584,9.38,7.69
EMP0581,9.47,7.77
EMP0067,7.41,6.08
EMP0380,7.04,5.77
EMP0482,8.23,2.06
EMP0844,9.1,2.27
EMP0787,8.28,6.79
EMP0418,6.71,1.68
EMP0385,6.42,5.26
EMP0837,5.62,1.41
EMP0812,7.71,1.93
EMP0319,8.4,6.89
EMP0686,8.58,7.04
EMP0038,9.24,7.58
EMP0117,9.77,8.01
EMP0701,5.2,4.26
EMP0792,8.05,6.6
EMP0764,8.1,2.02
EMP0237,7.28,5.97
EMP0077,6.07,4.98
EMP0336,9.71,7.96
EMP0575,6.46,5.3
EMP0095,3.89,3.19
EMP0324,7.43,1.86
EMP0234,7.02,5.76
EMP0614,10.37,8.5
EMP0131,8.18,6.71
EMP0367,6.91,5.67
EMP0119,7.09,5.81
EMP0735,7.07,5.8
EMP0784,10.95,8.98
EMP0486,8.48,6.95
EMP0133,5.15,4.22
EMP0232,7.01,5.75
EMP0171,7.36,6.04
EMP0370,5.63,4.62
EMP0375,4.55,3.73
EMP0642,8.35,6.85
EMP0681,6.11,5.01
EMP0576,9.4,7.71
EMP0295,7.41,6.08
EMP0008,6.64,5.44
EMP0451,3.53,2.89
EMP0220,9.36,7.68
EMP0268,7.87,1.97
EMP0813,6.68,5.48
EMP0385,5.98,4.9
,9.96,8.17
EMP0625,5.7,4.67
EMP0514,6.81,1.7
EMP0834,8.31,6.81
EMP0201,9.72,7.97
EMP0821,7.05,5.78
EMP0280,6.22,5.1
,7.23,5.93
EMP0681,8.85,7.26
EMP0297,9.21,7.55
EMP0179,5.2 hrs,1.3
EMP0707,7.58,6.22
EMP0132,5.11,4.19
EMP0842,8.81,7.22
EMP0186,8.08,6.63
EMP0807,5.93,4.86
EMP0065,9.85,8.08
EMP0356,7.94,6.51
EMP0449,7.76,1.94
EMP0344,7.11,5.83
EMP0279,7.39,6.06
EMP0375,6.79,5.57
EMP0197,6.21,5.09
EMP0598,9.37,7.68
EMP0655,6.61,1.65
EMP0459,6.56,1.64
EMP0051,7.19,5.9
EMP0555,9.68,2.42
EMP0469,9.21,7.55
EMP0419,6.77,5.55
EMP0368,9.36,7.68
EMP0001,7.57,6.21
EMP0577,6.05,4.96
EMP0160,6.64,5.44
EMP0048,9.6,7.87
EMP0765,10.73,8.8
EMP0103,7.91,6.49
EMP0432,6.49,5.32
EMP0273,7.2,5.9
EMP0428,6.18,5.07
EMP0383,6.41,5.26
EMP0384,6.26,5.13
EMP0041,7.27,5.96
EMP0711,7.59,1.9
EMP0440,7.16,5.87
EMP0436,7.05,5.78
EMP0838,8.62,7.07
EMP0435,7.03,5.76
EMP0184,7.14,5.85
EMP0077,7.12,5.84
EMP0057,9.87,8.09
EMP0209,6.61,5.42
EMP0116,8.35,6.85
EMP0480,6.2,5.08
EMP0457,7.96,1.99
EMP0300,8.27,6.78
EMP0003,9.13,7.49
EMP0630,6.79,1.7
EMP0294,5.62,4.61
EMP0092,6.15,5.04
EMP0432,8.94,7.33
EMP0472,10.73,2.68
EMP0538,8.74,2.19
EMP0030,5.38,4.41
EMP0212,8.68,7.12
EMP0799,5.89,4.83
EMP0093,6.84,5.61
EMP0757,7.7,1.93
EMP0019,7.97,6.54
EMP0449,7.5,6.15
EMP0091,6.44,5.28
EMP0443,9.1,2.27
EMP0477,6.56,5.38
EMP0726,9.41,7.72
EMP0203,5.22,4.28
EMP0838,7.74,6.35
EMP0322,5.44,4.46
EMP0228,6.07,1.52
EMP0431,6.58,5.4
EMP0344,9.83,2.46
EMP0376,9.49,7.78
EMP0468,8.8,2.2
EMP0537,7.45,6.11
EMP0584,7.7,6.31
EMP0319,9.43,7.73
EMP0804,8.52,6.99
EMP0567,7.43,6.09
EMP0819,9.78,2.44
EMP0662,8.7,2.17
EMP0466,7.79,1.95
EMP0718,6.67,1.67
EMP0389,6.52,5.35
EMP0180,6.86,5.63
EMP0786,8.13,6.67
EMP0619,8.74,7.17
EMP0639,5.09,4.17
EMP0252,4.29,3.52
EMP0646,5.88,1.47
EMP0222,6.75,5.53
EMP0392,9.31,7.63
EMP0434,6.95,5.7
EMP0618,7.81,6.4
EMP0771,8.07,6.62
EMP0368,5.76,4.72
EMP0587,9.74,7.99
EMP0496,6.34,5.2
EMP0303,9.9,8.12
EMP0069,7.2,5.9
EMP0215,6.86,1.72
EMP0120,5.62,4.61
EMP0757,7.72,6.33
EMP0735,11.01,2.75
EMP0680,8.06,6.61
EMP0102,7.83,6.42
EMP0220,6.33,5.19
EMP0205,8.35,6.85
EMP0391,7.65,6.27
EMP0236,7.3,1.82
EMP0347,8.19,6.72
EMP0518,4.49,3.68
EMP0704,7.24,5.94
EMP0197,5.48,4.49
EMP0257,7.45,6.11
EMP0701,6.24,5.12
EMP0728,6.35,1.59
EMP0543,5.27,1.32
EMP0627,9.19,7.54
EMP0795,6.32,5.18
EMP0323,6.4,5.25
EMP0152,9.85,8.08
EMP0196,8.31,6.81
EMP0346,4.14,3.39
EMP0256,9.62,7.89
EMP0620,10.04,8.23
EMP0493,9.89,8.11
EMP0122,8.47,2.12
EMP0545,5.64,4.62
EMP0171,7.32,6.0
EMP0292,5.08,1.27
EMP0459,6.01,4.93
EMP0606,5.62,4.61
EMP0112,6.4,5.25
EMP0763,7.66,6.28
EMP0701,6.69,5.49
EMP0708,6.62,1.66
EMP0505,6.93,5.68
EMP0159,9.8,8.04
EMP0285,10.9 hrs,8.91
EMP0297,6.68,5.48
EMP0645,7.94,1.99
EMP0714,6.05,4.96
EMP0006,8.63,7.08
EMP0392,6.64,5.44
EMP0398,6.26,5.13
EMP0757,10.6,2.65
EMP0673,5.23,4.29
EMP0110,3.48,2.85
EMP0204,8.58,2.15
EMP0288,6.81,5.58
EMP0452,6.37,5.22
EMP0250,11.77,9.65
EMP0261,8.57,2.14
EMP0181,7.31,5.99
EMP0247,6.27,1.57
EMP0835,8.11,2.03
EMP0225,4.63,3.8
EMP0557,6.57,5.39
EMP0316,7.34,6.02
EMP0262,7.74,6.35
EMP0340,7.17,5.88
EMP0125,6.29,1.57
EMP0115,8.87,7.27
EMP0011,4.76,3.9
EMP0348,6.96,5.71
EMP0661,6.57,5.39
EMP0222,9.02,7.4
EMP0811,6.67,5.47
EMP0241,8.1,6.64
EMP0314,7.93,6.5
EMP0227,4.46,3.66
EMP0167,7.29,5.98
EMP0090,4.61,3.78
EMP0377,8.0 hrs,1.99
EMP0850,6.23,1.56
EMP0790,9.3,7.63
EMP0396,7.11,5.83
EMP0136,6.17,1.54
EMP0729,9.32,7.64
EMP0402,6.0,4.92
EMP0714,8.83,2.21
EMP0345,8.15,2.04
EMP0134,6.82,5.59
EMP0096,5.26,4.31
EMP0814,9.39,7.7
EMP0206,8.2,6.72
EMP0827,6.16,5.05
EMP0675,7.79,1.95
EMP0799,9.01,2.25
EMP0615,7.58,6.22
EMP0700,7.78,6.38
EMP0170,9.05,7.42
EMP0346,9.86,8.09
EMP0675,7.21,5.91
EMP0491,5.26,4.31
EMP0783,5.32,4.36
EMP0450,6.29,5.16
EMP0009,5.9,4.84
EMP0375,4.71,3.86
EMP0060,10.36,8.5
EMP0117,8.24,6.76
EMP0409,6.56,5.38
EMP0049,7.35,6.03
EMP0655,4.54,3.72
EMP0749,9.25,7.58
EMP0274,4.28,1.07
EMP0343,8.22,2.06
EMP0545,4.46,1.11
EMP0601,6.74,5.53
EMP0331,9.39,7.7
EMP0305,4.79,3.93
EMP0035,7.16,5.87
EMP0205,8.4,6.89
EMP0700,8.14,2.04
EMP0846,7.51,6.16
EMP0697,8.19,2.05
EMP0302,6.42,1.6
EMP0657,10.49,8.6
EMP0617,4.82,3.95
EMP0290,9.26,2.31
EMP0592,7.7,6.31
EMP0791,8.39,6.88
EMP0698,8.67,2.17
EMP0228,8.29,2.07
EMP0740,6.1,5.0
EMP0177,6.94,5.69
EMP0258,5.08,4.17
EMP0199,6.92,5.67
EMP0057,7.92,1.98
EMP0013,8.37,6.86
EMP0776,8.03,2.01
EMP0467,4.59,3.76
EMP0495,6.5,5.33
EMP0490,6.34,5.2
EMP0543,5.3,4.35
,6.06,4.97
EMP0060,7.4,1.85
EMP0316,9.66,7.92
EMP0193,5.88,4.82
EMP0094,5.59,4.58
EMP0721,6.44,5.28
EMP0420,7.94,6.51
EMP0769,9.36,2.34
EMP0177,7.26,5.95
EMP0732,5.09,4.17
EMP0700,5.43,4.45
EMP0619,7.7,6.31
EMP0603,8.99,7.37
EMP0389,10.31,8.45
EMP0038,5.51,4.52
EMP0142,7.62,6.25
EMP0554,5.75,4.71
EMP0708,5.96,4.89
EMP0150,5.83,4.78
EMP0768,6.87,1.72
EMP0661,5.99,1.5
EMP0551,11.37,2.84
EMP0674,6.66,5.46
EMP0557,8.98,7.36
EMP0552,6.34,5.2
EMP0161,10.97,9.0
EMP0079,7.94,1.99
EMP0446,8.74,7.17
EMP0801,6.45,5.29
EMP0114,8.96,7.35
EMP0345,7.94,6.51
EMP0471,6.79,5.57
EMP0450,5.67,4.65
EMP0381,7.02,5.76
EMP0609,6.88,1.72
EMP0043,8.79,7.21
EMP0438,7.03,5.76
EMP0756,4.33,1.08
EMP0258,8.43,6.91
EMP0679,9.47,7.77
EMP0333,4.73,1.18
EMP0704,10.29,8.44
EMP0450,9.63,7.9
EMP0201,6.39,5.24
EMP0798,5.61,4.6
EMP0607,9.08,2.27
EMP0416,5.21,4.27
EMP0099,6.33,5.19
EMP0061,5.3,4.35
EMP0678,7.41,6.08
EMP0331,9.74,7.99
EMP0765,8.0,6.56
EMP0042,9.03,2.26
EMP0668,6.84,5.61
EMP0021,7.56,6.2
EMP0243,5.44,1.36
EMP0022,7.24,5.94
EMP0378,6.21,5.09
EMP0418,7.14,5.85
EMP0213,7.03,5.76
EMP0812,6.9,5.66
EMP0383,10.77,8.83
EMP0014,10.23,8.39
EMP0389,9.67,7.93
EMP0023,10.27,2.57
EMP0811,9.67,7.93
EMP0265,7.36,6.04
EMP0775,7.2 hrs,5.9
EMP0413,7.78,6.38
EMP0390,7.06,5.79
EMP0786,5.74,4.71
EMP0809,7.87,6.45
EMP0220,4.89,4.01
EMP0492,7.62,6.25
EMP0585,5.81,4.76
EMP0164,7.27,5.96
EMP0613,7.71,6.32
EMP0011,6.84,1.71
EMP0414,4.78,3.92
EMP0286,5.5,1.38
EMP0637,8.13,6.67
EMP0284,6.51,5.34
EMP0247,8.3,6.81
EMP0627,7.42,6.08
EMP0628,7.08,5.81
EMP0541,7.96,6.53
EMP0577,6.32,5.18
EMP0836,8.04,6.59
EMP0189,6.73,5.52
EMP0606,11.46,9.4
EMP0665,5.59,4.58
EMP0182,6.83,5.6
EMP0561,6.89,5.65
EMP0028,5.24,4.3
EMP0298,8.56,7.02
EMP0461,6.71,1.68
EMP0033,3.59,0.9
EMP0328,8.51,6.98
EMP0218,6.38,1.59
EMP0252,7.23,5.93
EMP0718,8.48,6.95
EMP0506,6.82,1.71
EMP0553,6.8,5.58
EMP0219,11.34,9.3
EMP0266,3.95,3.24
EMP0039,5.34,4.38
EMP0337,5.65,4.63
EMP0484,10.26,8.41
EMP0475,6.37,1.59
EMP0769,7.78,6.38
EMP0210,6.64,5.44
EMP0805,8.37,6.86
EMP0193,7.38,6.05
EMP0581,7.8,6.4
EMP0022,9.46,7.76
EMP0351,8.1,2.02
EMP0769,6.22,1.55
EMP0424,7.9,6.48
EMP0296,11.27,2.82
EMP0333,8.3,6.81
EMP0373,7.64,1.91
EMP0265,5.2 hrs,4.27
EMP0177,8.56,7.02
EMP0771,8.8,7.22
EMP0791,7.9,6.48
EMP0668,7.58,1.9
EMP0704,11.93,9.78
EMP0013,8.77,7.19
EMP0342,9.38,7.69
EMP0687,7.51,6.16
EMP0801,7.19,5.9
EMP0473,8.41,6.9
EMP0460,7.19,5.9
EMP0638,7.32,6.0
EMP0840,8.14,2.04
EMP0517,6.58,5.4
EMP0353,7.75,6.35
EMP0519,7.53,6.17
EMP0122,8.95,7.34
EMP0115,6.42,5.26
EMP0624,4.2,3.44
EMP0159,6.9,5.66
EMP0257,8.04,6.59
EMP0620,8.94,7.33
EMP0585,6.29,5.16
EMP0805,8.27,2.07
EMP0623,9.22,7.56
EMP0178,8.6,7.05
EMP0156,6.13,5.03
EMP0721,6.31,5.17
EMP0472,8.1,6.64
EMP0141,10.0,8.2
EMP0202,7.42,6.08
EMP0675,7.14,5.85
EMP0529,5.21,4.27
EMP0187,6.82,5.59
EMP0680,6.26,1.56
EMP0364,7.44,6.1
EMP0198,4.98,1.25
EMP0604,6.87,1.72
EMP0629,5.79,4.75
EMP0320,8.9,7.3
EMP0626,6.03,4.94
EMP0438,6.48,5.31
EMP0826,7.85,1.96
EMP0223,6.67,5.47
EMP0488,11.18,9.17
EMP0019,8.89,7.29
EMP0604,7.43,6.09
EMP0390,7.99,2.0
EMP0006,3.63,2.98
EMP0800,9.37,7.68
EMP0503,8.22,6.74
EMP0546,7.28,5.97
EMP0583,8.31,6.81
EMP0661,8.5,2.12
EMP0100,6.73,1.68
EMP0706,8.01,2.0
EMP0806,9.08,2.27
EMP0574,8.13,2.03
EMP0395,7.0,5.74
EMP0824,7.87,6.45
EMP0800,9.61,7.88
EMP0519,8.65,7.09
EMP0648,5.54,4.54
EMP0109,8.34,6.84
EMP0024,8.13,6.67
EMP0543,9.26,2.31
EMP0703,7.45,6.11
EMP0313,6.81,5.58
EMP0800,5.21,4.27
EMP0630,6.29,5.16
EMP0125,9.33,7.65
EMP0310,7.72,6.33
EMP0785,7.24,5.94
EMP0668,9.47,2.37
EMP0812,9.14,7.49
EMP0132,6.22,1.55
EMP0475,9.32,7.64
EMP0336,4.75,3.89
EMP0840,8.14,6.67
EMP0387,7.95,6.52
EMP0767,9.24,7.58
EMP0149,8.01,2.0
EMP0131,7.01,5.75
EMP0095,7.14,1.78
EMP0094,11.71,2.93
EMP0275,7.53,6.17
EMP0014,8.36,6.86
EMP0626,4.17,3.42
EMP0085,6.08,4.99
EMP0218,8.23,2.06
EMP0599,4.82,1.21
EMP0139,8.28,6.79
EMP0142,6.24,5.12
EMP0570,5.75,4.71
EMP0391,6.23,5.11
EMP0133,9.84,8.07
EMP0139,7.93,6.5
EMP0799,5.94,1.49
EMP0834,8.64,7.08
EMP0527,8.73,7.16
EMP0226,6.79,5.57
EMP0067,8.93,7.32
EMP0375,9.01,7.39
EMP0246,8.76,7.18
EMP0804,6.32,5.18
EMP0383,5.51,4.52
EMP0469,4.69,1.17
EMP0831,6.35,5.21
EMP0057,6.81,1.7
EMP0282,6.94,5.69
EMP0149,7.32,6.0
,10.17,2.54
EMP0274,6.86,1.72
EMP0228,7.32,6.0
EMP0542,4.49,1.12
EMP0573,10.96,8.99
EMP0285,5.29,4.34
EMP0378,6.27,1.57
EMP0037,8.51,6.98
EMP0768,7.79,1.95
EMP0467,10.0 hrs,2.51
EMP0725,8.55,7.01
EMP0664,7.27,5.96
EMP0293,9.07,7.44
EMP0022,9.26,2.31
EMP0074,6.34,5.2
EMP0463,8.94,2.23
EMP0486,7.04,1.76
EMP0411,7.23,1.81
EMP0460,7.63,6.26
EMP0474,6.79,5.57
EMP0590,6.7,1.68
EMP0296,8.98,7.36
EMP0058,4.95,4.06
EMP0283,5.7,4.67
EMP0232,8.48,2.12
EMP0273,7.28,5.97
EMP0754,8.99,7.37
EMP0697,7.97,6.54
EMP0189,5.27,4.32
EMP0830,7.5,6.15
EMP0009,8.26,6.77
EMP0285,7.77,6.37
EMP0242,6.65,5.45
EMP0495,6.96,1.74
EMP0623,6.5,1.62
EMP0423,5.28,4.33
EMP0294,5.06,4.15
EMP0642,8.02,2.0
EMP0746,6.01,1.5
EMP0624,8.32,6.82
EMP0790,6.45,5.29
EMP0438,5.3,1.32
EMP0510,6.75,1.69
EMP0167,10.75,2.69
EMP0839,7.25,5.94
EMP0456,8.43,6.91
EMP0520,7.67,6.29
EMP0657,5.15,1.29
EMP0732,9.72,7.97
EMP0779,7.0,5.74
EMP0658,5.3,4.35
EMP0715,6.58,5.4
EMP0670,7.07,5.8
EMP0504,8.6,2.15
EMP0245,6.31,5.17
EMP0060,11.59,9.5
EMP0438,5.9,4.84
EMP0837,8.38,6.87
EMP0470,4.24,1.06
EMP0408,7.2,1.8
EMP0369,7.99,6.55
EMP0770,5.61,4.6
EMP0716,9.8,8.04
EMP0840,8.1,6.64
EMP0035,6.89,5.65
EMP0582,8.08,2.02
EMP0469,6.45,1.61
EMP0212,9.4,7.71
EMP0739,9.02,7.4
EMP0304,8.0,6.56
EMP0094,8.38,6.87
EMP0126,5.04,4.13
EMP0690,9.75,7.99
EMP0163,7.24,5.94
EMP0702,9.04,7.41
EMP0019,8.6,7.05
EMP0382,9.02,7.4
EMP0542,5.72,4.69
EMP0657,5.93,4.86
EMP0667,11.0,9.02
EMP0697,4.97,4.08
EMP0139,5.64,4.62
EMP0715,7.47,6.13
EMP0769,7.47,6.13
EMP0343,6.54,1.64
EMP0806,8.39,6.88
